id	label	statement	subjects	speaker	job_title	state	party	barely_true	false	half_true	mostly_true	pants_on_fire	context
6833.json	half-true	Says Mitt Romneys plan calls for a $5 trillion tax cut.	debates,taxes	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	the first presidential debate
10323.json	true	My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.	taxes	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	a tweet
8815.json	half-true	Volunteer firefighters and communities they serve in Georgia and elsewhere are being devastated by Obamacare.	health-care	national-republican-senatorial-committee			republican	11.0	5.0	7.0	2.0	5.0	press release
11566.json	half-true	The Consumer Financial Protection Bureau has no congressional oversight.	congressional-rules,financial-regulation	carly-fiorina		California	republican	5.0	5.0	4.0	3.0	2.0	a Republican presidential debate in Milwaukee
2191.json	false	Democrats do not have a plan for extending the Bush tax cuts.	taxes	sarah-palin		Alaska	republican	9.0	19.0	9.0	6.0	6.0	a note on Facebook.
3353.json	true	We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse.	economy,jobs	john-kasich	Governor of Ohio as of Jan. 10, 2011	Ohio	republican	9.0	8.0	10.0	18.0	3.0	an interview on CNN
1291.json	false	"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite."""	economy,federal-budget,history,taxes	tom-mcclintock	U.S. House of Representatives	California	republican	0.0	1.0	0.0	0.0	0.0	a speech on the House floor
8548.json	true	Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.	health-care,public-health	jeff-merkley	U.S. Senator	Oregon	democrat	0.0	1.0	3.0	6.0	0.0	a newspaper article.
10336.json	true	Only 20 colleges and universities have athletic departments with revenue exceeding expenses.	education,sports,state-budget	jim-moran	U. S. Congressman	Virginia	democrat	2.0	1.0	1.0	6.0	1.0	a Facebook post
10041.json	half-true	Leticia Van de Putte opposed putting National Guard troops on the border, would send millions to Central American governments instead and wrote the law giving in-state tuition to illegal immigrants.	immigration	dan-patrick	Lieutenant governor-elect	Texas	republican	4.0	4.0	3.0	4.0	4.0	a TV ad
12974.json	false	None of the polls being conducted right now have us on the top line. None of them. Its always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, wed be at 20 percent.	elections,polls	gary-johnson	Presidential candidate	New Mexico	libertarian	3.0	2.0	5.0	6.0	0.0	media appearances
11557.json	half-true	Says President Dwight Eisenhower moved 1.5 million illegal immigrants out of this country.	history,immigration	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	the Fox Business Network debate
1304.json	false	"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages."""	health-care	americans-united-change			none	1.0	4.0	4.0	1.0	0.0	a TV ad
1453.json	half-true	Florida still averages more students in its classrooms than any other state in the Southeast.	education,florida	franklin-sands	Florida Democratic House Leader	Florida	democrat	0.0	0.0	1.0	0.0	0.0	a press release
1769.json	true	"Scott Maddox is a ""lobbyist."""	candidates-biography,elections	adam-putnam	Florida Commissioner of Agriculture	Florida	republican	0.0	1.0	1.0	2.0	1.0	a campaign statement.
4859.json	half-true	Says U.S. Sen. Bill Nelson voted with the Democrats in Congress nearly 95 percent of the time.	pundits,voting-record	sean-hannity	Radio/TV host		none	3.0	5.0	3.0	2.0	1.0	a TV interview with U.S. Connie Mack
10598.json	false	Thomas Paine wrote that the duty of a patriot is to protect his country from his government.	history,patriotism	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	a speech
2790.json	true	Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.	corporations,energy,infrastructure	marcy-kaptur	Representative from Ohio's Ninth Congressional District	Ohio	democrat	0.0	2.0	4.0	4.0	0.0	testimony given at a public hearing
12117.json	half-true	The Trans-Pacific trade deal could cost America 448,000 more jobs.	trade	bernie-s	U.S. Senator	Vermont	independent	18.0	12.0	22.0	41.0	0.0	a political ad for Bernie 2016
6952.json	false	As a Member of Congress, Chris Murphy was raking in $1 million in salary.	candidates-biography	linda-mcmahon	Candidate for U.S. Senate	Connecticut	republican	0.0	1.0	0.0	0.0	0.0	a campaign ad
9701.json	false	Says a $12.5 million incentive deal she approved for Abbott Laboratories contained strong protections for taxpayers if job creation goals were not met.	jobs,state-budget	mary-burke	Madison school board member	Wisconsin	democrat	5.0	5.0	11.0	8.0	3.0	a news release
6656.json	half-true	Says that Mitt Romneys response to the crisis in the auto industry was, Let Detroit go bankrupt.	bankruptcy,jobs	jennifer-granholm	Former governor of Michigan	Michigan	democrat	1.0	0.0	3.0	2.0	0.0	a speech at the Democratic convention
6612.json	true	At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.	candidates-biography,job-accomplishments	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	remarks at the Republican National Convention in Tampa
12294.json	true	I earned more votes in the state of Wisconsin than Donald Trump did in New York.	elections	ted-cruz	Senator	Texas	republican	36.0	33.0	15.0	19.0	8.0	remarks in Borden, Ind.
6597.json	false	Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.	county-budget,county-government,debt,transportation	clackamas-county-commission			none	0.0	1.0	0.0	0.0	0.0	a press release
12315.json	true	After my first year as governor, I was one of the most unpopular governors, maybe the most unpopular governor in the country. ... It changed.	elections,job-accomplishments,polls	john-kasich	Governor of Ohio as of Jan. 10, 2011	Ohio	republican	9.0	8.0	10.0	18.0	3.0	"comments on ""Face the Nation"""
4556.json	true	Legally, it doesnt make any difference which state district you live in when running for Congress.	elections,legal-issues,public-service	brian-newberry	lawyer	Rhode Island	republican	0.0	0.0	0.0	0.0	0.0	a television interview
4193.json	true	The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.	deficit,federal-budget,taxes	ron-johnson		Wisconsin	republican	14.0	6.0	10.0	10.0	1.0	a television interview
3198.json	true	Tells President Barack Obama that he also asked former President George W. Bush about how he felt about Americans hating him.	bush-administration,pundits	bill-oreilly	Fox News Channel host		none	4.0	6.0	3.0	5.0	1.0	an interview with President Barack Obama
86.json	true	In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.	elections	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a comment by husband Bill Clinton on Larry King Live.
10765.json	true	Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.	candidates-biography,foreign-policy	peter-schweizer			none	0.0	1.0	0.0	0.0	0.0	"his book ""Clinton Cash"""
2523.json	false	More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.	afghanistan,crime,immigration	greg-abbott	governor	Texas	republican	11.0	3.0	8.0	6.0	5.0	an interview with Fox News
5730.json	half-true	Since President Obama took office, our federal spending has increased by nearly 30 percent and our national debt has increased by almost 50 percent.	deficit,federal-budget	jim-renacci	U.S. representative 	Ohio	republican	5.0	3.0	4.0	1.0	1.0	a campaign email
2751.json	half-true	Rigells car dealership made over $400,000 off the Cash for Clunkers bailout.	stimulus	democratic-congressional-campaign-committee			democrat	11.0	8.0	5.0	1.0	9.0	a TV ad
3824.json	false	Most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals.	animals,children,crime,public-safety	ej-finocchio	President, Rhode Society for the Prevention of Cruelty to Animals	Rhode Island	newsmaker	0.0	1.0	0.0	0.0	0.0	a television interview
3066.json	false	Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.	health-care,voting-record	ohio-alliance-retired-americans		Ohio	none	0.0	1.0	0.0	0.0	0.0	a news release
10556.json	true	The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.	campaign-finance,foreign-policy,campaign-advertising	american-crossroads			republican	5.0	5.0	4.0	0.0	0.0	a video
5436.json	false	Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.	legal-issues,supreme-court	rick-santorum		Pennsylvania	republican	12.0	16.0	13.0	7.0	5.0	a speech 
11155.json	half-true	Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.	health-care,job-accomplishments	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	a statement on Twitter
1866.json	true	Californias credit rating is the worst in the country.	economy,message-machine,state-budget	jerry-brown		California	democrat	0.0	0.0	3.0	2.0	0.0	a video on his campaign website
7497.json	half-true	The Legislature needs to spend $500 million to shore up the pension fund this year and the next 28 years to keep it afloat.	pensions	will-weatherford	State Representative	Florida	republican	2.0	3.0	4.0	3.0	0.0	remarks on first day of session
9222.json	false	Social science is irrefutable that children are better off being raised by a mom and a dad.	children,gays-and-lesbians,marriage	ralph-reed			republican	0.0	2.0	1.0	0.0	0.0	an interview on ABC's 'This Week'
1854.json	false	Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.	energy,environment	todd-staples	state agriculture commissioner	Texas	republican	0.0	1.0	4.0	3.0	1.0	a campaign Web post
6885.json	half-true	Says his deficit plan made some adjustments to (Simpson-Bowles), and were putting it forward before Congress right now, a $4 trillion plan.	deficit,federal-budget	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a debate
6552.json	true	Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.	taxes	lamar-smith	Congressman	Texas	republican	2.0	5.0	1.0	3.0	0.0	a speech to the Austin-Oak Hill Rotary Club
13070.json	half-true	Says Marco Rubio wanted to cut Social Security and Medicare because he said theyre bankrupting our country.	medicare,social-security	senate-majority-pac	political action committee	Washington, D.C. 	democrat	3.0	4.0	4.0	1.0	0.0	a TV ad
6342.json	true	I ended up my time as governor with a general fund budget that was smaller than the one I started with.	state-budget	tim-kaine	U.S. Senator	Virginia	democrat	8.0	3.0	15.0	15.0	0.0	a debate.
9966.json	half-true	Greg Abbott has campaigned with a sexual predator who has bragged about having sex with underage girls.	corrections-and-updates,crime,ethics,sexuality	wendy-davis	state senator	Texas	democrat	5.0	1.0	8.0	12.0	1.0	a debate in the Rio Grande Valley.
2565.json	half-true	Said state insurance commissioner candidate Ralph Hudgens fights hard to strip women of life-saving coverage such as mammograms.	health-care,women	mary-squires		Georgia	democrat	0.0	0.0	1.0	0.0	0.0	a newspaper interview
5443.json	false	The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce	economy,jobs	newt-gingrich	"Co-host on CNN's ""Crossfire"""	Georgia	republican	16.0	15.0	20.0	10.0	11.0	a radio interview
2067.json	false	Some city of Atlanta employees have not had raises in eight years.	government-efficiency	charles-clark			none	0.0	1.0	0.0	0.0	0.0	a telephone interview
6093.json	false	Says Joe Kyrillos voted to raid the states pension funds by $2.8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money.	deficit,message-machine-2012,pensions,state-finances	robert-menendez	U.S. Senator	New Jersey	democrat	1.0	3.0	1.0	3.0	0.0	an interview on NJTV’s “On the Record”
3127.json	half-true	Says required state septic inspections would cost septic tank owners $100 to $150 every five years.	environment	dennis-jones	State Senator	Florida	republican	0.0	0.0	1.0	0.0	0.0	a state Senate committee hearing.
7514.json	false	The fiscal cliff agreement was the largest tax increase in history.	federal-budget,health-care,taxes	paul-ryan	U.S. Representative	Wisconsin	republican	19.0	6.0	16.0	14.0	2.0	an interview
3391.json	half-true	Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.	stimulus,taxes	national-republican-senatorial-committee			republican	11.0	5.0	7.0	2.0	5.0	a news release
7751.json	half-true	The labor market is weak because if you count the unemployed, underemployed, and those whove stopped looking for work, the unemployment rate actually went up last month to 13.5 percent.	jobs,pundits,workers	newt-gingrich	"Co-host on CNN's ""Crossfire"""	Georgia	republican	16.0	15.0	20.0	10.0	11.0	"a discussion on NBC's ""Meet the Press"""
112.json	half-true	Hillary stood up for universal health care when almost no one else would, and kept standing till 6-million kids had coverage.	health-care	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a TV ad airing in Iowa and New Hampshire.
1377.json	half-true	Says a careless attitude and poor oversight by the Texas Department of Agriculture led to deaths and illnesses traced to a Texas peanut plant.	agriculture,consumer-safety	hank-gilbert	Cattle raiser	Texas	democrat	1.0	1.0	2.0	0.0	0.0	in a press release
8653.json	half-true	John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.	corrections-and-updates,debt,financial-regulation,health-care,taxes	senate-conservatives-fund	Political action committee	Virginia	republican	0.0	0.0	1.0	0.0	0.0	as quoted by Politico
1624.json	true	Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.	federal-budget	john-boehner	Speaker of the House of Representatives	Ohio	republican	13.0	22.0	11.0	4.0	2.0	an op-ed in the Des Moines Register
7024.json	true	Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.	taxes	libraries-yes-committee		Oregon	none	0.0	0.0	0.0	0.0	0.0	a campaign mailer.
698.json	false	My opponent promises to bring back old jobs by wishing away the global economy.	economy	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	St. Paul, Minn.
13252.json	false	After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share	taxes	chris-jacobs	Erie County Clerk	New York	republican	0.0	1.0	0.0	0.0	0.0	a campaign ad
12204.json	half-true	Says Bernie Sanders wants higher standards for toy guns than real guns.	guns,legal-issues,voting-record	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a CNN interview
8831.json	false	John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz.	candidates-biography	steve-stockman	U.S. representative	Texas	republican	1.0	3.0	0.0	0.0	1.0	a Stockman campaign web page
5949.json	half-true	On President Barack Obamas stimulus	economy,federal-budget,stimulus,taxes	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	statements to the media
12933.json	true	While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a successful terrorist attack during the eight years before President Obamas 2008 election.	terrorism	john-burton	California Democratic Party Chairman	California	democrat	0.0	0.0	0.0	0.0	0.0	in a press release
8961.json	half-true	Chained CPI would save $1 trillion in the second decade off the federal budget debt, a report shows.	economy,federal-budget,medicare,social-security	david-brooks			none	0.0	0.0	2.0	0.0	0.0	"comments on NBC's ""Meet the Press"""
7709.json	false	Says Every legislative district in the state has at least one craft brewery and countless home brewers.	Alcohol,economy	mark-johnson			republican	0.0	1.0	0.0	0.0	0.0	a floor speech
6009.json	true	The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.	deficit,economy	rodney-frelinghuysen			republican	1.0	0.0	0.0	1.0	0.0	an e-mail newsletter
3034.json	half-true	In my 12 years in the House, I have watched my district go from a solidly Democratic district to a heavily solid Republican district.	bipartisanship	allan-ritter	businessman	Texas	republican	0.0	0.0	1.0	0.0	0.0	a press conference.
10179.json	false	In K-12 education, our kids are scoring at the bottom of science and mathematics right now in the industrialized world -- at the bottom.	education	dave-brat	College professor	Virginia	republican	2.0	5.0	0.0	2.0	0.0	a debate
427.json	half-true	He positions himself as pro environment, but he scored a zero yes, zero from the League of Conservation Voters last year.	environment	moveon			democrat	2.0	4.0	3.0	0.0	0.0	an e-mail message
1085.json	false	Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.	sotomayor-nomination,supreme-court	presente			none	0.0	1.0	0.0	0.0	0.0	a radio ad
8258.json	half-true	Pending a federal waiver, the 2013 Legislature eliminated the overtesting of students in grades 3-8 by decreasing the number of tests from 17 to 8.	education	jason-isaac	Transportation consultant	Texas	republican	2.0	0.0	1.0	0.0	1.0	a published commentary
3193.json	true	Most state employees could pay twice as much toward their health care premiums and it would still be half the national average	health-care,state-budget	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	the State of the State speech
8789.json	false	In some of the states in the U.S., homosexuality remains a felony.	civil-rights	vladimir-putin	President of Russia		none	0.0	1.0	1.0	0.0	0.0	"comments on ABC's ""This Week"""
6379.json	half-true	John Mica voted to borrow $10 trillion.	debt,federal-budget,message-machine-2012,voting-record	sandy-adams	member of Congress	Florida	republican	0.0	0.0	1.0	0.0	0.0	a campaign mailer
2929.json	false	When President Franklin D. Roosevelt started Social Security, it only affected widows and orphans, and when Medicare began, it was a small program.	children,disability,health-care,history,medicare,social-security	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a press conference
11409.json	false	Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference for voting our conscience.	congress,congressional-rules,corrections-and-updates	dave-brat	College professor	Virginia	republican	2.0	5.0	0.0	2.0	0.0	"comments on ""Meet the Press"""
421.json	true	John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.	civil-rights	moveon			democrat	2.0	4.0	3.0	0.0	0.0	an e-mail message
10925.json	true	Georgia residents file the most insurance claims for lightning strikes in the country.	weather	state-farm-insurance	insurance		none	0.0	0.0	0.0	0.0	0.0	televised story
8969.json	false	Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.	health-care,medicaid	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a speech to Democratic governors
619.json	false	"Obama plans ""a tax increase for everyone earning more than $42,000 a year."""	taxes	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	an Internet ad
9951.json	half-true	Says Scott Walker cut taxes for the wealthiest and raised taxes on 140,000 Wisconsin families.	housing,income,message-machine-2014,poverty,taxes	mary-burke	Madison school board member	Wisconsin	democrat	5.0	5.0	11.0	8.0	3.0	a TV ad
7370.json	true	Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.	congress,women	jeff-merkley	U.S. Senator	Oregon	democrat	0.0	1.0	3.0	6.0	0.0	a press call 
12750.json	half-true	The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015.	immigration	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	In a speech at the Republican convention
6485.json	half-true	Says Paul Ryan supports banning all abortions, even in cases of rape or incest.	abortion	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a tweet
1181.json	false	You lie! (in response to President Obama saying health reform would not insure illegal immigrants.)	health-care,immigration	joe-wilson	Congressman	South Carolina	republican	0.0	1.0	0.0	0.0	0.0	the audience at a joint session of Congress
8949.json	false	A Congressional Budget Office report says President Barack Obamas executive order to raise the minimum wage for new federal contract workers will cost the economy 500,000 jobs.	income,workers	kai-ryssdal	"Host, ""Marketplace"""		none	0.0	1.0	0.0	0.0	0.0	"a ""Marketplace"" segment"
7404.json	true	Says wrestling was a favorite sport of Abraham Lincoln.	history,sports	donald-rumsfeld	Former defense secretary		republican	0.0	0.0	0.0	0.0	0.0	"an op-ed in the ""Washington Post"""
6291.json	half-true	Unemployment among Oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011, while the U.S. average increased only 30 percent.	economy,jobs,workers	cascade-policy-institute			organization	0.0	0.0	1.0	0.0	0.0	a website
2753.json	half-true	The Republican leader of the Senate said his main goal after this election is simply to win the next one.	bipartisanship,economy	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	his weekly address
4787.json	true	Torture is illegal by our laws. Its illegal by international laws.	foreign-policy,human-rights,legal-issues	ron-paul	U.S. representative	Texas	republican	5.0	8.0	8.0	8.0	3.0	a Republican presidential debate in Spartanburg, S.C.
4780.json	true	Ronald Reagan raised the national debt 18 times.	deficit	jim-webb	writer	Virginia	democrat	1.0	0.0	1.0	5.0	0.0	a TV interview.
569.json	half-true	Barack Obama said he would debate 'anywhere, anytime' but has rejected joint town hall meetings.	elections	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	a news release
11899.json	true	The African-American community lost half of their wealth as a result of the Wall Street collapse.	diversity,financial-regulation	bernie-s	U.S. Senator	Vermont	independent	18.0	12.0	22.0	41.0	0.0	comments during the PBS Democratic debate
1770.json	true	We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.	civil-rights,guns,terrorism	michael-bloomberg		New York	independent	0.0	2.0	2.0	3.0	0.0	an op ed article
13456.json	false	1928 was last time Republicans had the White House, the House and the Senate.	history	ann-coulter	Columnist and author	New York	republican	2.0	3.0	3.0	0.0	4.0	a tweet
12382.json	half-true	Says Katie McGintyactually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.	environment,trade	pat-toomey	Candidate for U.S. Senate	Pennsylvania	republican	3.0	2.0	2.0	1.0	0.0	Pennsylvania
10528.json	half-true	Georgia lawmaker pushes bill banning creation of glow in the dark human-jellyfish hybrids.	science,states	raw-story			none	0.0	0.0	1.0	0.0	0.0	headline over an article on the Raw Story website
6457.json	false	Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.	jobs,message-machine-2012,stimulus	american-future-fund			organization	3.0	2.0	0.0	0.0	0.0	an advertisement
750.json	half-true	"Under Obama's tax plan, ""95 percent of you will get a tax cut."""	taxes	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	Oxford, Miss.
2347.json	false	Close to 30% of our federal prison population consists of illegal immigrants.	immigration	daniel-mielke	Farmer	Wisconsin	republican	0.0	1.0	0.0	0.0	0.0	a statement on campaign web site
3136.json	half-true	Secure Communities has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security.	crime,immigration	peter-kilmartin	state representative	Rhode Island	democrat	0.0	0.0	2.0	1.0	1.0	a news release
6373.json	false	The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.	deficit,federal-budget,health-care,taxes	michael-riley		Rhode Island	republican	2.0	1.0	1.0	0.0	0.0	"a taped debate on ""State of the State"""
5162.json	true	The top 10 most well-paid CEOs in America received a combined $770 million in 2010, while the average American workers wage rose just 2 percent.	corporations,economy,families,income	dennis-kucinich	U.S. representative	Ohio	democrat	1.0	3.0	4.0	6.0	0.0	a news release
5161.json	half-true	In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.	candidates-biography,taxes,transparency	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	a Republican presidential debate in Myrtle Beach, S.C.
2419.json	false	Do you know that we have pipes carrying natural gas in this country that are made of wood? Im not joking.	energy,pundits	bill-maher	Host of Real Time with Bill Maher	California	independent	0.0	3.0	1.0	5.0	0.0	"an interview on CNN's ""Larry King Live"""
5262.json	false	Martin Luther King was a Republican.	civil-rights,history	travis-rowley		Rhode Island	republican	1.0	1.0	1.0	0.0	0.0	an opinion column
5657.json	half-true	Having an entirely Democrat congressional delegation in 2009, when the [federal stimulus] bill passed, increases the per capita stimulus dollars that the state receives per person by $460.	congress,elections,stimulus	chain-email			none	11.0	43.0	8.0	5.0	105.0	a message via the Internet
1929.json	false	"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants."""	immigration	rick-scott	Governor	Florida	republican	28.0	23.0	38.0	34.0	7.0	a press release
5920.json	half-true	On whether humans contribute to global warming	climate-change,environment	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	various statements
6232.json	false	Every one of the 67 supervisors of elections in Florida refused to carry out the effort to remove noncitizens from the voter rolls.	elections,message-machine-2012	moveon			democrat	2.0	4.0	3.0	0.0	0.0	an email
278.json	false	I supported (the surge), I argued for it. I'm the only one on this stage that did.	iraq	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	a debate in Myrtle Beach, S.C.
1677.json	true	"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent."""	crime,government-efficiency,job-accomplishments	karen-sage	Attorney	Texas	democrat	0.0	0.0	0.0	0.0	0.0	a mailer
6448.json	false	I didnt try to push a bill to reduce lottery scholarship proceeds for students.	education,lottery	dolores-gresham	State senator	Tennessee	republican	0.0	2.0	0.0	0.0	0.0	in an interview with The Commercial Appeal.
755.json	half-true	There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.	taxes	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a debate in Oxford, Miss.
13023.json	true	As governor, Ted Strickland left only 89 cents in Ohios rainy day fund.	economy,job-accomplishments	us-chamber-commerce			none	6.0	3.0	3.0	1.0	1.0	a campaign ad 
12525.json	half-true	Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.	crime,criminal-justice,drugs	louie-gohmert	U.S. House member	Texas	republican	2.0	6.0	1.0	0.0	1.0	House floor remarks
11106.json	half-true	The United States isfighting with Iraqis to defeat ISIS along with Iran. But in Yemen were fighting Iran with Iraqis and Saudis.	iraq,military	jon-stewart			none	0.0	2.0	1.0	1.0	1.0	"an interview on ""The Daily Show"""
4831.json	false	President Obama plans to impose a tax of at least 23 percent on the Medicare prescription drug benefit for low-income beneficiaries.	health-care,medicaid,medicare,taxes	national-taxpayers-union	Conservative advocacy group	Virginia	none	0.0	1.0	1.0	0.0	0.0	a newspaper advertisement.
11920.json	true	Says Donald Trump supported impeachment of President (George W.) Bush.	foreign-policy,iraq	our-principles-pac			republican	0.0	0.0	0.0	0.0	0.0	a web ad
9979.json	half-true	On opposing legislation that would take away existing health care plans.	health-care,voting-record	mark-warner	U.S. Senator	Virginia	democrat	3.0	1.0	6.0	3.0	0.0	
8292.json	half-true	Since 2007, Texas has gained 440,000 people while Maryland has lost 20,000.	population,pundits,states	newt-gingrich	"Co-host on CNN's ""Crossfire"""	Georgia	republican	16.0	15.0	20.0	10.0	11.0	"a discussion on CNN's ""Crossfire"""
10770.json	half-true	Austin has gone from being the 24th most congested city just about 10 years ago to being the fourth most congested more congested than NYC.	population,transportation	steve-adler	Mayor of Austin	Texas	democrat	1.0	1.0	1.0	2.0	1.0	a speech
8384.json	false	Terry McAuliffe has threatened to shut down Virginias government if his budget plan isnt supported.	bipartisanship,medicaid,state-budget	ken-cuccinelli	Attorney General	Virginia	republican	1.0	10.0	3.0	2.0	1.0	radio ad.
7405.json	half-true	Every dollar we invested in high-quality, early education programs can save more than $7 later on by boosting graduation rates, reducing teen pregnancy, even reducing crime.	children,education	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a speech
7896.json	true	The Pink Pony club in DeKalb County has never been cited for any violation of an ordinance or state law.	legal-issues	pink-pony			none	0.0	0.0	1.0	0.0	0.0	an interview
12599.json	true	If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.	unions,workers	thomas-perez	Secretary of Labor	Maryland	democrat	1.0	0.0	1.0	1.0	0.0	an interview.
13420.json	true	Says Donald Trump wants to undo marriage equality.	gays-and-lesbians,marriage	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a campaign speech
11383.json	half-true	Its estimated we leave somewhere north of $350 billion a year - thats billion - a year on the table uncollected because IRS doesnt have the resources.	government-efficiency,taxes	gerry-connolly	U.S. Representative	Virginia	democrat	1.0	0.0	4.0	1.0	0.0	radio interview.
