sentence_A	sentence_B	entailment_label	label_enc
A horse with no rider is falling over a hurdle	A horse and its rider are leaping over a barrier	NEUTRAL	2
A small white dog is running across a lawn	A brown and white dog with a brown and black bandanna is quickly running 	NEUTRAL	2
A brown dog is jumping in the water	A brown dog is jumping in the air	NEUTRAL	2
A person is performing a card trick	There is no man frying a tortilla	NEUTRAL	2
A man is singing and playing a guitar	A guitar is being played by a man	ENTAILMENT	1
A person is riding a horse	A person is riding a motorbike	NEUTRAL	2
A large group of cheerleaders is walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	NEUTRAL	2
A person in a blue jacket is jumping off of a tall cement wall	A person in a blue colored jacket is jumping off of a tall cement wall	ENTAILMENT	1
A man and a woman are standing in front of an art gallery and are looking at a signboard 	A couple is looking at a map	NEUTRAL	2
Two women are dancing	A couple of policewomen are singing karaoke	NEUTRAL	2
A man is squatting in brush and taking a photograph	A man is squatting in brush and taking a photo	ENTAILMENT	1
A man is drinking orange juice and walking on a sunny day	There is no man drinking orange juice and walking on a sunny day	CONTRADICTION	0
A girl is awakening	A girl is waking up	ENTAILMENT	1
A woman is showing a small dog to an infant	A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk	NEUTRAL	2
The bride and the groom are arriving after the wedding	A married couple is walking down the aisle	NEUTRAL	2
A dirty soccer ball is rolling into a goal net	A soccer player is kicking a ball into the goal	NEUTRAL	2
A woman is putting meat in a pan	The meat is being dropped into a pan	NEUTRAL	2
A cat is playing a piano	A cat is playing keyboards	ENTAILMENT	1
A man in a hat is walking through a store	The man in a cowboy hat is not walking through a market and is not putting a hand in his pocket	NEUTRAL	2
A man is frying a tortilla	Nobody is performing a card trick	NEUTRAL	2
A brown dog is running in the snow	The brown dog is running in the snow	ENTAILMENT	1
A man is playing a flute	A man is playing an instrument	ENTAILMENT	1
The yellow dog is drinking water from a bottle	A yellow dog is not drinking water from the faucet	NEUTRAL	2
A fearful little boy is on a climbing wall	A little boy, who looks fearful, is on a climbing wall.	ENTAILMENT	1
A camera is being hammered onto the nail by the man	The man is hammering a nail with a camera	ENTAILMENT	1
A man is putting down the guitar	A woman is playing a guitar	NEUTRAL	2
A little girl is smiling and running out of the house	A girl in a white dress is running	NEUTRAL	2
The brown dog and the black dog are in the grass	A brown dog and a black dog are in the grass	ENTAILMENT	1
A tree is being cut by a man with an axe	A man is cutting a tree with an axe	ENTAILMENT	1
A woman is slicing a tomato	A woman is refrigerating a potato	NEUTRAL	2
One person is playing the guitar and singing	A person is playing a guitar and singing	ENTAILMENT	1
The man is doing floor exercises	A man is doing exercises	ENTAILMENT	1
The turtle is following the fish	The fish is following the turtle	CONTRADICTION	0
Nobody is riding a bike	Two people are riding a bike	CONTRADICTION	0
A large wet yellow dog is holding a toy	A dog is catching a black frisbee	NEUTRAL	2
A woman is boiling shrimps	A woman is combing her hair	NEUTRAL	2
A man is riding a bicycle	There is no man riding an electric bicycle	NEUTRAL	2
The plane, which is south African, is flying in a blue sky	An airplane is flying through the air	ENTAILMENT	1
A man is standing in the middle of a gym and is wearing a jersey	A man in a jersey which is black is standing in a gym	NEUTRAL	2
A man is on a ship in front of the sunset	A man is on a boat in front of the sunset	ENTAILMENT	1
There is no man writing a note near a bike	A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	NEUTRAL	2
A cat is jumping high into the air in the country	A dog is jumping high into the air in the country	NEUTRAL	2
A woman is beating two eggs in a bowl and using a whisk made of wire	A person is strongly whisking eggs in a bowl	ENTAILMENT	1
A man is spreading dough	Dough is being spread by a man	ENTAILMENT	1
A child is slowly waking up	A child is waking up	ENTAILMENT	1
A band is not playing some instruments	A band is playing some instruments	CONTRADICTION	0
The man is setting up the camera and taking sunset pictures at the beach	A man is attentively taking pictures of a lake	NEUTRAL	2
There is no woman riding on an elephant	A woman is opening a soda and drinking it	NEUTRAL	2
Someone is beating an egg	Somebody is beating an egg	ENTAILMENT	1
The man is lifting barbells	A man is lifting barbells	ENTAILMENT	1
One man is climbing a rock wall and another man is holding a rope	The men are climbing a mountain	NEUTRAL	2
A pink shirt with white writing on it is being worn by a girl who is lying in the grass	A girl is wearing a pink shirt with white writing on it and is lying in the grass	ENTAILMENT	1
The men are packing suitcases into the trunk of a car	The young boy is running through the ocean waves	NEUTRAL	2
A big green ball is knocking a potato	A ball, which is green and big, is knocking a potato	ENTAILMENT	1
A woman is showing a dog with very long hair at a dog show	A dog with very long hair is being showed by a woman at a dog show	ENTAILMENT	1
There is no horse tossing the cowboy in red and blue pants	A horse is tossing the cowboy wearing pants of blue and red color	CONTRADICTION	0
The man is adding seasoning to the water in a bowl	The man is seasoning the sausages	NEUTRAL	2
There is no woman firing a rifle	A woman is cutting a lemon	NEUTRAL	2
There is no brown dog standing in the water	A brown dog is standing in the water	CONTRADICTION	0
A white race car is driving through a puddle	The white rally car is throwing mud into the air and is approaching a bend in the track	NEUTRAL	2
There is no woman dipping a shrimp in batter	A woman is dipping a shrimp in batter	CONTRADICTION	0
A woman is dancing and a man is playing the keyboard	A woman is standing still and a man is sitting and idling	NEUTRAL	2
The cowboy in blue and red pants is being tossed by a horse	A man is falling off a horse on a track and is laid in the wild	NEUTRAL	2
People are sitting against a wall	A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching	NEUTRAL	2
A person in a blue jacket is jumping off of a tall cement wall	A person in a blue jacket is jumping onto a tall cement wall	NEUTRAL	2
There is no woman squeezing juice out of a lemon	A woman is squeezing a lemon	CONTRADICTION	0
A woman is cutting an onion	A woman is not cutting meat	ENTAILMENT	1
There is no woman penciling on eyeshadow	The woman is penciling on eyeshadow	CONTRADICTION	0
Someone is reading the email	Someone is not reading the email	CONTRADICTION	0
A woman is cutting onions	A woman is not cutting tofu	NEUTRAL	2
A woman is slicing potatoes	A woman is slicing carrots	NEUTRAL	2
A boy is walking across a bridge	A person is stirring vegetables in a bowl	NEUTRAL	2
A person is frying meat in a pan	A person is not frying meat in a pan	CONTRADICTION	0
Men are sawing logs	Some men are sawing	ENTAILMENT	1
A boy is playing a guitar	A kid is playing a guitar	ENTAILMENT	1
A man wearing a dyed black shirt is sitting at the table and laughing	There is no man wearing a shirt dyed black, sitting at the table and laughing	CONTRADICTION	0
A prawn is being cut by a woman	A woman is cutting shrimps	NEUTRAL	2
A little dog is running on the sand	No little dog is running on the sand	CONTRADICTION	0
Someone is falling off a horse	A horse is falling on someone	NEUTRAL	2
A skateboarder is doing tricks on a half pipe	A man is skateboarding on a half pipe	ENTAILMENT	1
A young girl is standing on one leg	A young girl is standing on both legs	CONTRADICTION	0
A hose is being held by a boy next to a man and another boy is watching	A boy is holding a hose next to a man and another boy is watching	ENTAILMENT	1
A person is eating at a table	A person is not eating at a table	CONTRADICTION	0
There is no dog standing on one leg and is waiting for a soccer ball	A black and white dog is jumping for a ball	NEUTRAL	2
There is no woman riding a water scooter	A woman is riding a water scooter	CONTRADICTION	0
A girl in a strange outfit is riding the bike	A bike is being ridden by a woman wearing paint and costume pieces on a busy street	NEUTRAL	2
The young lady is measuring the ankle of another woman	The lady is measuring the ankle of another woman	ENTAILMENT	1
The current is being ridden by a group of friends in a raft	This group of people is practicing water safety and wearing preservers	NEUTRAL	2
There is no football player in a purple jersey running with the ball for a touchdown	A football player is running past an official carrying a football	NEUTRAL	2
A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	A teenage girl is wearing beads that are red	ENTAILMENT	1
A lone biker is jumping in the air	A man is jumping into a full pool	NEUTRAL	2
The brown dogs are playfully fighting on the sandy shore	A brown dog and a red dog are frolicking on the beach	NEUTRAL	2
Eyeshadow is being put on by a woman	A woman is putting make-up on	ENTAILMENT	1
A man is drawing on a digital dry erase board	A person is drawing some figures	NEUTRAL	2
A woman is squeezing juice out of a lemon	A lemon is being squeezed by a woman	ENTAILMENT	1
A man is chopping a log with an axe	There is no man chopping a log with an axe	CONTRADICTION	0
A kitten is playing with a blue rope toy	The kitten is playing with a toy	ENTAILMENT	1
A girl in a black hat is standing topless at the beach	A young lady in a bikini is lying on the beach	NEUTRAL	2
Two people are looking at a statue made of gold	Two people are looking at a gold statue	ENTAILMENT	1
A large white crane is flying far above the water	A white bird is landing swiftly in the water	NEUTRAL	2
A man is holding a frog	A person is holding a frog	ENTAILMENT	1
One man is turning on the microwave	There is no man is pushing the buttons of a microwave	CONTRADICTION	0
A boat is sailing peacefully over the water	The guitar is being played by the man	NEUTRAL	2
A man is singing and walking down the sidewalk	A man is fishing in the stream	NEUTRAL	2
A man is slowly trekking in the woods	The man is hiking in the woods	ENTAILMENT	1
Music is being performed by four people outdoors	Four people are performing music outdoors	ENTAILMENT	1
A healthy looking dog is lying on the ground	A malnourished looking dog is standing on its hind legs and preparing to jump	NEUTRAL	2
A person is unfolding a tortilla	A man is folding a tortilla	NEUTRAL	2
There is no man pouring oil into a pan	A man is pouring oil into a skillet	CONTRADICTION	0
People are singing and a clown is dancing	A clown is singing	NEUTRAL	2
A person who rides bikes, in a black and red uniform, is standing on a dirt bike	A bike rider in a black and red uniform is standing on a dirt bike	ENTAILMENT	1
A young child is wearing a white coat and playing a game	The child is playing with toys indoors	NEUTRAL	2
A man is silent	A man is singing	NEUTRAL	2
Two small boys dressed in tuxedos are sitting on a red carpeted floor	Some boys being dressed with a carpet are sitting on two red tuxedos 	NEUTRAL	2
An elderly man is sitting on a bench	A young man is sitting on a bench	NEUTRAL	2
Two boys are laying in the ocean close to the beach	Two boys are laying in the water close to the beach	ENTAILMENT	1
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians	ENTAILMENT	1
The man is playing an acoustic guitar	One man is playing the guitar	ENTAILMENT	1
A large dog and a small dog are standing next to the kitchen counter and are investigating	A large dog and a small dog is standing on the kitchen counter and investigate	ENTAILMENT	1
A boy is playing a game with wooden blocks	A woman in blue shirt is looking at her hand near a stack of blocks on table	NEUTRAL	2
A woman is painting a man's face	A man's face is being painted by a woman	ENTAILMENT	1
A young swimmer is sitting in a bathing suit and waiting for the next race	A young swimmer is standing in a bathing suit and waiting for the next race	NEUTRAL	2
The drums are being played by a man	A man is playing the guitar	NEUTRAL	2
A woman is turning her back from the view of a city	A blonde lady is looking at a tower	NEUTRAL	2
Nobody is drilling a hole in a strip of wood with a power drill	A man is drilling a hole in a piece of wood	NEUTRAL	2
A baby is toddling happily	A baby is crawling happily	NEUTRAL	2
A person is scrubbing a zucchini	The person is scrubbing a zucchini	ENTAILMENT	1
A monkey is brushing the dog	The monkey is brushing the dog	ENTAILMENT	1
A woman is slicing tofu	A woman is slicing butter	NEUTRAL	2
A man is being curiously looked at by a woman	The man is standing on a rocky mountain and gray clouds are in the background	NEUTRAL	2
An Arabic man is wearing a white hat	A man with a white hat and brown shirt is behind a woman in red and is looking to the side	NEUTRAL	2
A toddler is not riding a plastic scooter toy	A young child is riding a three wheeled scooter down the sidewalk	NEUTRAL	2
The piece of paper is being cut	Some paper is being cut	ENTAILMENT	1
Three boys in karate uniform are sparring	Three men are practicing karate in a field	NEUTRAL	2
A man is speaking	A man is motionless	NEUTRAL	2
A woman is driving a car and is animatedly talking to the man who is seated beside her	The woman and the man are travelling by car	ENTAILMENT	1
A man is climbing a rope	A man is coming down a rope	NEUTRAL	2
The dog is on a leash and is walking near the water	A black dog on a leash is walking in the water	NEUTRAL	2
Two dogs are playing together on the grass	Two dogs are resting together in the grass	NEUTRAL	2
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	ENTAILMENT	1
The woman is eating some cut pieces of raw meat	Some meat is being cut into pieces by a woman	NEUTRAL	2
A man dressed in black and white is dropping the tennis racket and is waiting for the ball	A tennis player in mid game is holding a racquet	NEUTRAL	2
A woman is cutting a vegetable	A man is inside the house and is throwing blades at a close target	NEUTRAL	2
A woman is putting make-up on	The woman is removing make-up	CONTRADICTION	0
The dog is snapping at some droplets of water	A girl in a band is playing an instrument	NEUTRAL	2
A dog with a blue blanket is running through the grass	There is no dog with a blue blanket running through the grass	CONTRADICTION	0
A woman is using a pencil for eyes and is applying eye liner to her eyelid	A woman is applying cosmetics to her eyelid	ENTAILMENT	1
A black man is break dancing on the pavement	A black man is walking on the pavement	NEUTRAL	2
A woman in a bikini is pulling a dog on a leash at the beach	A woman is standing at the beach with an animal on a leash	NEUTRAL	2
There is no man reading the email	Someone is reading the email	NEUTRAL	2
Somebody is playing the piano	The piano is being played by someone	ENTAILMENT	1
A dog is turning on the grass and pursuing a flying tennis ball	A yellow dog is chasing a ball	NEUTRAL	2
There is no man being hit	A boy is spanking a man with a plastic sword	CONTRADICTION	0
Two men are battling	Some men are fighting	ENTAILMENT	1
A woman is peeling a potato	A woman is refrigerating a potato	NEUTRAL	2
A person is sitting and wearing a grass hat	A man is sitting in a field	NEUTRAL	2
A man is sitting on the beach	A man is performing a handstand on the beach	NEUTRAL	2
The herd of caribous is not crossing a road	A herd of deer is crossing the street	NEUTRAL	2
Children in red shirts are sleeping in the leaves	Three kids are jumping in the leaves	NEUTRAL	2
A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair	A young oriental girl is standing above people and is playing with a pinwheel	NEUTRAL	2
A child, who has blond hair, is holding a yellow bottle	A blond child is holding a yellow bottle	ENTAILMENT	1
A man is riding a horse	There is no man riding a horse	CONTRADICTION	0
A man is breaking tiles with his hands	There is no man breaking wooden boards with his hand	NEUTRAL	2
A woman is deep frying food	A woman is frying some food	ENTAILMENT	1
A woman is brushing her hand	A woman is brushing her feet	NEUTRAL	2
A baby is sneezing and scaring another baby	A baby is sneezing and frightening another baby	ENTAILMENT	1
A boy in his teens is talking to a girl with a webcam	One man is chatting with a girl with an internet camera	NEUTRAL	2
The animal is grazing on the grass	The cop is sitting on a police bike	NEUTRAL	2
The animal with big eyes is eating	A lemur is eating	NEUTRAL	2
A man and two women are standing in a bright room by a table with candles	The group of people is sitting in a dim room	NEUTRAL	2
A young girl is standing on one leg	A young girl is standing still	NEUTRAL	2
A woman is washing a big pepper	A woman is slicing a big pepper	NEUTRAL	2
The man is talking on the telephone	The man is talking on the phone	ENTAILMENT	1
The woman is cutting a carrot	A woman is slicing an onion	NEUTRAL	2
A dog is running on the beach and chasing a ball	A dog is running on the sand and chasing a ball	ENTAILMENT	1
The woman is chopping garlic	Broccoli is being chopped by a woman	NEUTRAL	2
A dog is playing in the green field	A dog is playing on the green grass	ENTAILMENT	1
A hamster is singing	A small animal is singing	ENTAILMENT	1
Two children are playing on a statue	Some children are playing on a statue	ENTAILMENT	1
The man is drawing	A girl is drawing a man	NEUTRAL	2
A man on a motorcycle is riding on one wheel	A person is performing tricks on a motorcycle	ENTAILMENT	1
There is no man cutting an onion	A woman is slicing an onion	NEUTRAL	2
A dog is excitedly playing with water in the grass	There is no dog excitedly playing with water in the grass	CONTRADICTION	0
Three men and a woman are posing for a picture	A woman is posing for three men for a photo	NEUTRAL	2
A song is being sung by a clown	A clown is singing	ENTAILMENT	1
A man is doing exercise	A man is exercising	ENTAILMENT	1
Some cheerleaders are dancing	A female cheerleader is sitting on the knee of a male cheerleader	NEUTRAL	2
A man is drawing a picture	The person is drawing	ENTAILMENT	1
A dog is standing on the side of a mountain	A dog is standing on a mountain	ENTAILMENT	1
A man is riding an electric bicycle	A man is not riding a bicycle	CONTRADICTION	0
The lady is stirring meat in a bowl	A lady is mixing a meat mixture in a bowl	ENTAILMENT	1
The woman wearing the blue and white uniform with a white and blue hat is keeping her mouth open and is near others who are dressed in the same fashion	A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching	NEUTRAL	2
A woman is slicing a potato	There is no woman slicing a carrot	NEUTRAL	2
A woman is slicing butter	Tofu is being sliced by a woman	NEUTRAL	2
A dog is running with a volleyball	The black dog is carrying a blue and white toy in its mouth	NEUTRAL	2
A girl in a uniform, which is blue, is raising her arm.	The girl is cheering the man in the blue and white uniform	NEUTRAL	2
The girl in the blue and white uniform is cheering	The girl is cheering the man in the blue and white uniform	NEUTRAL	2
Three men are dancing	The men are not dancing	CONTRADICTION	0
A child is smiling at the camera and swimming underwater	A child is swimming underwater in a pool	NEUTRAL	2
The young girl with a pink shirt is peacefully lying on the grass	A pink shirt with white writing on it is being worn by a girl who is lying in the grass	NEUTRAL	2
A horse is racing	Dogs are running on a track	NEUTRAL	2
A man and a woman are walking	A man is walking in the rain	NEUTRAL	2
A boy in a white t-shirt is splashing in shallow water	A boy is running through the sea at the beach	NEUTRAL	2
A man on a motorcycle is riding on a track and waving happily	The person on the motorcycle is holding up an arm	NEUTRAL	2
A car is riskily jumping over a girl	The girl is recklessly jumping onto a car	NEUTRAL	2
A man is cutting a note	A person is tearing paper	NEUTRAL	2
Two people are sitting with laden baskets and blankets	Two people are walking with laden baskets and blankets	NEUTRAL	2
The man is setting up the camera and taking sunset pictures at the beach	The man is setting up the camera and takes pictures of the sunset at the beach	ENTAILMENT	1
A man is breaking wooden boards with his hand	A man is breaking boards made of wood with his hand	ENTAILMENT	1
A person with a back pack, who is topless, is in front of a pile of rocks and clouds are in the background	The man is standing on a rocky mountain and gray clouds are in the background	NEUTRAL	2
There is no monkey kicking a person	A monkey is kicking a person	CONTRADICTION	0
A man is playing a guitar	There is no man singing and playing a guitar	NEUTRAL	2
There is no young man with brown hair and sunglasses sitting in front of some cans of soda	The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks	CONTRADICTION	0
The men are not fist fighting in a ring	Two men are fist fighting in a ring	CONTRADICTION	0
A woman is cutting shrimps	A man is chopping butter into a container	NEUTRAL	2
A boy is sitting on the ground	A toddler is sitting down	NEUTRAL	2
A dog, which is small, is playing on the green grass	A dog is near a ball colored in red, which is in the air	NEUTRAL	2
A woman is running on the beach with a dog on a leash	A woman is standing at the beach with a dog on a leash	NEUTRAL	2
A woman is slicing an eggplant	There is no woman cutting a vegetable	CONTRADICTION	0
The man dressed in leather chaps and a purple shirt is standing in front of someone lookers	A man is not wearing a purple shirt and black leather chaps and is posing for the camera	NEUTRAL	2
The woman is playing a guitar, which is acoustic, and singing	One person is playing the guitar and singing	ENTAILMENT	1
The girl isn't jumping onto the car recklessly	One girl is jumping on the car	NEUTRAL	2
The dog with the black coat is walking along a tree trunk bridge over water	A dog is crossing a river on a bridge made from a fallen tree	NEUTRAL	2
A woman is dancing and a man is playing the keyboard	The woman is dancing and a man is playing the keyboard	ENTAILMENT	1
Two toddlers are eating corndogs in a wagon, which is really small	Two young children are eating corndogs	ENTAILMENT	1
A woman is cooking eggs	There is no woman cooking eggs	CONTRADICTION	0
Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the beach which is sandy	ENTAILMENT	1
A man with a white hat and brown shirt is behind a woman in red and is looking to the left	A man with a white hat and brown shirt is behind a woman in red and is looking to the side	ENTAILMENT	1
The man is kick boxing with a trainer	A karate practitioner is kicking at another man who is wearing protective gloves for boxing	NEUTRAL	2
The man is talking about the telephone	The man is talking on the phone	NEUTRAL	2
A group of kids is staring at a colorful structure	Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior	NEUTRAL	2
Three men are not staring at the big green hills in the distance	Three men are looking into the distance	NEUTRAL	2
The woman is measuring the other woman	The lady isn't measuring the ankle of another woman	NEUTRAL	2
A dog is jumping for a Frisbee in the snow	A black dog in the snow is leaping off the ground and catching a stick	NEUTRAL	2
A woman is dancing and singing with other women	A woman is dancing and singing in the rain	NEUTRAL	2
A man, a woman and two girls are walking on the beach	A group of people is on a mountain	NEUTRAL	2
A black and white dog is holding a baseball in its mouth	A brown and white dog is holding a baseball in its mouth	NEUTRAL	2
A man is playing a harp	A man is harping on about a play	NEUTRAL	2
The elderly lady is not waiting on the sidewalk	The elderly lady is waiting on the sidewalk	CONTRADICTION	0
The man is doing floor exercises	A man is lazing	NEUTRAL	2
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	NEUTRAL	2
There is no man running down the road	A man is running down the road	CONTRADICTION	0
A man is picking up a tree	A man is dropping a tree	NEUTRAL	2
There is no man cutting a potato	A man is cutting a potato	CONTRADICTION	0
A girl in a uniform, which is blue, is raising her arm.	The girl in the blue and white uniform isn't cheering	NEUTRAL	2
Two people are not riding motorbikes	Two people are riding motorbikes	CONTRADICTION	0
A man is snowboarding down a railing in the snow	A woman is snowboarding down a railing in the snow	NEUTRAL	2
The young girl is blowing a bubble that is huge	The girl in a dyed red shirt isn't blowing a bubble	NEUTRAL	2
The girl in the red shirt is blowing a bubble 	The young girl is blowing a bubble that is huge	NEUTRAL	2
A surfer is riding a big wave across dark green water	The big surfer is riding and waving	NEUTRAL	2
A man dressed in black is wearing inline skates and performing a trick on a rail	A skateboarder is making a jump off a ramp	NEUTRAL	2
A mountain is being climbed by two men	The men are climbing a mountain	ENTAILMENT	1
A man is pouring a plate of shredded cheese into a pot of sauce	A man is pouring a pot of cheese sauce into a shredded plate	NEUTRAL	2
A man is singing to a woman	A man is not talking on the phone	NEUTRAL	2
Someone is falling off a horse	Someone is on a horse	NEUTRAL	2
The little girl is swinging and the woman is standing behind her	A small child is showing excitement on a swing set at the park	NEUTRAL	2
A boy in a striped shirt is jumping behind a water fountain	A boy in a striped shirt is jumping in front of a water fountain	NEUTRAL	2
A woman, who is old, is far from a white dog	A woman and a dog are sitting on a tree stump	NEUTRAL	2
The lady is carefully slicing up the meat	The lady is cracking an egg for the mixer	NEUTRAL	2
A man is sitting near a bike and is writing a note	A man with paint covered clothes is sitting outside in a busy area writing something	NEUTRAL	2
A nearby throng of people are kissing two by two	A woman is being kissed by a man	NEUTRAL	2
A girl is applying makeup to her face	The girl is applying makeup to her face	ENTAILMENT	1
Two children are crouching under some metal bars	Two children are leaning on a rusty ledge	NEUTRAL	2
A person is walking in the snow at the edge of a mountain	A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights	NEUTRAL	2
A football player is running past an official carrying a football	A person playing football is running past an official carrying a football	ENTAILMENT	1
Two men are not holding fishing poles	Two men are standing near the water and are holding fishing poles	CONTRADICTION	0
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees	NEUTRAL	2
A sheepdog is grouping a herd of sheep	A dog is scattering a pack of white sheep on a dusty farm	NEUTRAL	2
The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses	The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses	CONTRADICTION	0
A black person is running along a white stand and a dog barks behind him	The black and white dog is running and a person stands behind it	NEUTRAL	2
An old woman is shaking hands with a man	Two persons are shaking hands	ENTAILMENT	1
The young girl is blowing a bubble that is huge	There is no girl in pink twirling a ribbon	NEUTRAL	2
Two men in a race are flipping the tires of a tractor	Two people in a race are flipping the tires of a tractor	ENTAILMENT	1
A man is playing keyboards	A man is not playing keyboards	CONTRADICTION	0
A white and tan dog is running through the tall and green grass	A brown and white dog is running through the tall grass	ENTAILMENT	1
A man in blue is riding a horse on a dirt road	A man in a blue cowboy hat is riding a black horse	NEUTRAL	2
A dog is fetching a piece of wood out of very clear water	A dog is fetching a stick out of very clear water	ENTAILMENT	1
Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor	Two small boys dressed in tuxedos are sitting on a red carpeted floor	ENTAILMENT	1
Little kids are playing in a water fountain in front of few people	A monkey is brushing the dog	NEUTRAL	2
A man is playing the guitar	A woman is cooking something in a pan	NEUTRAL	2
The snowboarder is doing a flip over a mound of snow	A snowboarder is doing a flip over a mound of snow	ENTAILMENT	1
A playing device is amusing a cat	The boy is playing in the mud	NEUTRAL	2
The woman and the man are not travelling by car	The woman and the man are travelling by car	CONTRADICTION	0
A man is singing and playing a guitar	There is no boy playing a piano	NEUTRAL	2
A man is speaking	A man is silent	CONTRADICTION	0
A young boy is playing in the park with his mother	The boy in blue is running away from the woman in blue	NEUTRAL	2
A woman is pulling some sticky goo out of a bowl	A woman is putting some sticky goo in a bowl	NEUTRAL	2
A woman is taking two eggs out of a pot of water	A woman is boiling eggs	NEUTRAL	2
A happy family is posing by the fireplace	A sad family is posing by the fireplace	NEUTRAL	2
A young girl by a pink sign is holding up a blue shirt and is walking on the sidewalk	The girl is carrying a sign and a group of people is following her	NEUTRAL	2
A man is playing an electric guitar	A man is playing a keyboard	NEUTRAL	2
Some boys are in front of dancing people	Boys are dancing in front of some people	NEUTRAL	2
Carrots are being sliced by a woman	A woman is slicing carrots	ENTAILMENT	1
A surfer is surfing a small wave	A surfer in a black wetsuit is riding a foamy wave	NEUTRAL	2
The boy is playing in the mud	A little boy is topless and is serious	NEUTRAL	2
A man is in a parking lot and is playing tennis against a large wall	A man is in a parking lot and is playing tennis against a friend	NEUTRAL	2
The men are talking	Some old women are talking	NEUTRAL	2
An animal is rolling from side to side in a garden	A dog is rolling from side to side	NEUTRAL	2
A girl dressed in purple and blue is walking beside her bike at night	A naked girl is walking beside her bike at night	NEUTRAL	2
The man is standing on a rocky mountain and gray clouds are in the background	The man is standing on a mountain, which is rocky, and gray clouds are in the background	ENTAILMENT	1
There is no man walking in the rain	A man is walking in the rain	CONTRADICTION	0
A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	NEUTRAL	2
A man in green is kicking a soccer ball and a man in purple and white is rising up	A man in green is kicking a soccer ball and a man in purple and white is falling down	CONTRADICTION	0
A woman in a purple top is walking a bicycle between two stone columns	A stone woman and bicycle are on top of two purple columns, between which people are walking	NEUTRAL	2
A man on a motorcycle is going around a corner	A woman on a motorcycle is going around a corner	NEUTRAL	2
The man is doing a magic trick	A man is dangerously extracting knives from a tree	NEUTRAL	2
A man is riding a motorcycle	A man is diving off a rock	NEUTRAL	2
A woman is wearing a shirt, which is blue, with a white vest and a white cap and is talking and marching	A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion	NEUTRAL	2
A man is slicing a tomato	There is no man slicing a bun	NEUTRAL	2
A jet is not flying	A dog is barking	NEUTRAL	2
The man is cutting the tape on the box	The man is not cutting the tape on the box	CONTRADICTION	0
Three men are jumping off a wall	Three young men are running, jumping and kicking near a vending machine	NEUTRAL	2
A player in purple, white and black is playing near the end of the field	A man is wearing a sports uniform and is running down the field	NEUTRAL	2
A dog is standing with its two front paws on a rock in a field	The dog is standing with its two front paws on a rock in the field	ENTAILMENT	1
A man is spraying a super soaker into the mouth of a dog	There is no man squirting water into the mouth of a white dog with a squirt gun	CONTRADICTION	0
Some onions are being cut by a person	A hamster is singing	NEUTRAL	2
The young child is riding a three wheeled scooter down the sidewalk	A young child is riding a three wheeled scooter down the sidewalk	ENTAILMENT	1
A clown is singing and people are dancing	A costumed performer is singing and people are dancing	ENTAILMENT	1
Three teenage girls are dancing in the room	Three young girls are dancing in the room	ENTAILMENT	1
A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in an open-air vehicle	NEUTRAL	2
A boy is wearing sunglasses	A girl is wearing sunglasses	NEUTRAL	2
A boy is looking at a calendar	There is no boy checking a calendar	CONTRADICTION	0
Two cats are playfully fighting each other	The cats are playing with each other	ENTAILMENT	1
Three children are running up hill	Three children are running down a grassy hillside	NEUTRAL	2
The man is going into the lake	The man is going into the water	ENTAILMENT	1
A man is hanging on the ledge of a balcony	A man is leaning on the ledge of a balcony	NEUTRAL	2
A kitten is drinking fresh milk	A drunk man is milking a cat	NEUTRAL	2
A person is stirring vegetables in a bowl	A man is mixing vegetables in a pot	NEUTRAL	2
The players is maneuvering for the soccer ball	A man in green is kicking a soccer ball and a man in purple and white is falling down	NEUTRAL	2
